stim_ID,true_label,bg_hue,bg_r,bg_g,bg_b,obj_r,obj_g,obj_b,bg_int,obj_int,delta_int,bg_sat,obj_sat,delta_sat,hsv_bg,hsv_obj,delta_hsv
107,red,yellow,0.8999999999999999,0.8999999999999999,0.8099999999999999,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,0.09999999999999998,0.3,-0.2,"[0.166667,0.100000,0.900000]","[0.000000,0.300000,0.700000]","[-0.166667,0.200000,-0.200000]"
108,red,yellow,0.8999999999999999,0.8999999999999999,0.17999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,0.8,0.3,0.5,"[0.166667,0.800000,0.900000]","[0.000000,0.300000,0.700000]","[-0.166667,-0.500000,-0.200000]"
109,red,yellow,0.8999999999999999,0.8999999999999999,0.0,0.7,0.48999999999999994,0.48999999999999994,0.8999999999999999,0.7,0.2,1.0,0.3,0.7,"[0.166667,1.000000,0.900000]","[0.000000,0.300000,0.700000]","[-0.166667,-0.700000,-0.200000]"
110,red,gray,0.29999999999999993,0.29999999999999993,0.29999999999999993,0.7,0.21000000000000002,0.21000000000000002,0.29999999999999993,0.7,-0.4,0.0,0.7,-0.7,"[0.000000,0.000000,0.300000]","[0.000000,0.700000,0.700000]","[0.000000,0.700000,0.400000]"
111,red,gray,1.0,1.0,1.0,0.7,0.21000000000000002,0.21000000000000002,1.0,0.7,0.30000000000000004,0.0,0.7,-0.7,"[0.000000,0.000000,1.000000]","[0.000000,0.700000,0.700000]","[0.000000,0.700000,-0.300000]"
112,red,red,0.49999999999999994,0.24999999999999997,0.24999999999999997,0.7,0.21000000000000002,0.21000000000000002,0.49999999999999994,0.7,-0.2,0.49999999999999994,0.7,-0.2,"[0.000000,0.500000,0.500000]","[0.000000,0.700000,0.700000]","[0.000000,0.200000,0.200000]"
113,red,red,0.49999999999999994,0.0,0.0,0.7,0.21000000000000002,0.21000000000000002,0.49999999999999994,0.7,-0.2,1.0,0.7,0.30000000000000004,"[0.000000,1.000000,0.500000]","[0.000000,0.700000,0.700000]","[0.000000,-0.300000,0.200000]"
114,red,red,0.8999999999999999,0.44999999999999996,0.44999999999999996,0.7,0.21000000000000002,0.21000000000000002,0.8999999999999999,0.7,0.2,0.49999999999999994,0.7,-0.2,"[0.000000,0.500000,0.900000]","[0.000000,0.700000,0.700000]","[0.000000,0.200000,-0.200000]"
115,red,red,0.8999999999999999,0.0,0.0,0.7,0.21000000000000002,0.21000000000000002,0.8999999999999999,0.7,0.2,1.0,0.7,0.30000000000000004,"[0.000000,1.000000,0.900000]","[0.000000,0.700000,0.700000]","[0.000000,-0.300000,-0.200000]"
116,red,green,0.24999999999999997,0.49999999999999994,0.24999999999999997,0.7,0.21000000000000002,0.21000000000000002,0.49999999999999994,0.7,-0.2,0.49999999999999994,0.7,-0.2,"[0.333333,0.500000,0.500000]","[0.000000,0.700000,0.700000]","[-0.333333,0.200000,0.200000]"
117,red,green,0.0,0.49999999999999994,0.0,0.7,0.21000000000000002,0.21000000000000002,0.49999999999999994,0.7,-0.2,1.0,0.7,0.30000000000000004,"[0.333333,1.000000,0.500000]","[0.000000,0.700000,0.700000]","[-0.333333,-0.300000,0.200000]"
118,red,green,0.44999999999999996,0.8999999999999999,0.44999999999999996,0.7,0.21000000000000002,0.21000000000000002,0.8999999999999999,0.7,0.2,0.49999999999999994,0.7,-0.2,"[0.333333,0.500000,0.900000]","[0.000000,0.700000,0.700000]","[-0.333333,0.200000,-0.200000]"
119,red,green,0.0,0.8999999999999999,0.0,0.7,0.21000000000000002,0.21000000000000002,0.8999999999999999,0.7,0.2,1.0,0.7,0.30000000000000004,"[0.333333,1.000000,0.900000]","[0.000000,0.700000,0.700000]","[-0.333333,-0.300000,-0.200000]"
120,red,blue,0.24999999999999997,0.24999999999999997,0.49999999999999994,0.7,0.21000000000000002,0.21000000000000002,0.49999999999999994,0.7,-0.2,0.49999999999999994,0.7,-0.2,"[0.666667,0.500000,0.500000]","[0.000000,0.700000,0.700000]","[0.333333,0.200000,0.200000]"
121,red,blue,0.0,0.0,0.49999999999999994,0.7,0.21000000000000002,0.21000000000000002,0.49999999999999994,0.7,-0.2,1.0,0.7,0.30000000000000004,"[0.666667,1.000000,0.500000]","[0.000000,0.700000,0.700000]","[0.333333,-0.300000,0.200000]"
122,red,blue,0.44999999999999996,0.44999999999999996,0.8999999999999999,0.7,0.21000000000000002,0.21000000000000002,0.8999999999999999,0.7,0.2,0.49999999999999994,0.7,-0.2,"[0.666667,0.500000,0.900000]","[0.000000,0.700000,0.700000]","[0.333333,0.200000,-0.200000]"
123,red,blue,0.0,0.0,0.8999999999999999,0.7,0.21000000000000002,0.21000000000000002,0.8999999999999999,0.7,0.2,1.0,0.7,0.30000000000000004,"[0.666667,1.000000,0.900000]","[0.000000,0.700000,0.700000]","[0.333333,-0.300000,-0.200000]"
124,red,yellow,0.49999999999999994,0.49999999999999994,0.24999999999999997,0.7,0.21000000000000002,0.21000000000000002,0.49999999999999994,0.7,-0.2,0.49999999999999994,0.7,-0.2,"[0.166667,0.500000,0.500000]","[0.000000,0.700000,0.700000]","[-0.166667,0.200000,0.200000]"
125,red,yellow,0.49999999999999994,0.49999999999999994,0.0,0.7,0.21000000000000002,0.21000000000000002,0.49999999999999994,0.7,-0.2,1.0,0.7,0.30000000000000004,"[0.166667,1.000000,0.500000]","[0.000000,0.700000,0.700000]","[-0.166667,-0.300000,0.200000]"
126,red,yellow,0.8999999999999999,0.8999999999999999,0.44999999999999996,0.7,0.21000000000000002,0.21000000000000002,0.8999999999999999,0.7,0.2,0.49999999999999994,0.7,-0.2,"[0.166667,0.500000,0.900000]","[0.000000,0.700000,0.700000]","[-0.166667,0.200000,-0.200000]"
127,red,yellow,0.8999999999999999,0.8999999999999999,0.0,0.7,0.21000000000000002,0.21000000000000002,0.8999999999999999,0.7,0.2,1.0,0.7,0.30000000000000004,"[0.166667,1.000000,0.900000]","[0.000000,0.700000,0.700000]","[-0.166667,-0.300000,-0.200000]"
128,green,gray,0.0,0.0,0.0,0.21,0.3,0.21,0.0,0.3,-0.3,0.0,0.3,-0.3,"[0.000000,0.000000,0.000000]","[0.333333,0.300000,0.300000]","[0.333333,0.300000,0.300000]"
129,green,gray,0.7,0.7,0.7,0.21,0.3,0.21,0.7,0.3,0.4,0.0,0.3,-0.3,"[0.000000,0.000000,0.700000]","[0.333333,0.300000,0.300000]","[0.333333,0.300000,-0.400000]"
130,green,red,0.09999999999999998,0.08999999999999998,0.08999999999999998,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,0.09999999999999998,0.3,-0.2,"[0.000000,0.100000,0.100000]","[0.333333,0.300000,0.300000]","[0.333333,0.200000,0.200000]"
131,green,red,0.09999999999999998,0.01999999999999999,0.01999999999999999,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,0.8,0.3,0.5,"[0.000000,0.800000,0.100000]","[0.333333,0.300000,0.300000]","[0.333333,-0.500000,0.200000]"
132,green,red,0.09999999999999998,0.0,0.0,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,1.0,0.3,0.7,"[0.000000,1.000000,0.100000]","[0.333333,0.300000,0.300000]","[0.333333,-0.700000,0.200000]"
133,green,red,0.5,0.45,0.45,0.21,0.3,0.21,0.5,0.3,0.2,0.09999999999999998,0.3,-0.2,"[0.000000,0.100000,0.500000]","[0.333333,0.300000,0.300000]","[0.333333,0.200000,-0.200000]"
134,green,red,0.5,0.09999999999999998,0.09999999999999998,0.21,0.3,0.21,0.5,0.3,0.2,0.8,0.3,0.5,"[0.000000,0.800000,0.500000]","[0.333333,0.300000,0.300000]","[0.333333,-0.500000,-0.200000]"
135,green,red,0.5,0.0,0.0,0.21,0.3,0.21,0.5,0.3,0.2,1.0,0.3,0.7,"[0.000000,1.000000,0.500000]","[0.333333,0.300000,0.300000]","[0.333333,-0.700000,-0.200000]"
136,green,green,0.08999999999999998,0.09999999999999998,0.08999999999999998,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,0.09999999999999998,0.3,-0.2,"[0.333333,0.100000,0.100000]","[0.333333,0.300000,0.300000]","[0.000000,0.200000,0.200000]"
137,green,green,0.01999999999999999,0.09999999999999998,0.01999999999999999,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,0.8,0.3,0.5,"[0.333333,0.800000,0.100000]","[0.333333,0.300000,0.300000]","[0.000000,-0.500000,0.200000]"
138,green,green,0.0,0.09999999999999998,0.0,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,1.0,0.3,0.7,"[0.333333,1.000000,0.100000]","[0.333333,0.300000,0.300000]","[0.000000,-0.700000,0.200000]"
139,green,green,0.45,0.5,0.45,0.21,0.3,0.21,0.5,0.3,0.2,0.09999999999999998,0.3,-0.2,"[0.333333,0.100000,0.500000]","[0.333333,0.300000,0.300000]","[0.000000,0.200000,-0.200000]"
140,green,green,0.09999999999999998,0.5,0.09999999999999998,0.21,0.3,0.21,0.5,0.3,0.2,0.8,0.3,0.5,"[0.333333,0.800000,0.500000]","[0.333333,0.300000,0.300000]","[0.000000,-0.500000,-0.200000]"
141,green,green,0.0,0.5,0.0,0.21,0.3,0.21,0.5,0.3,0.2,1.0,0.3,0.7,"[0.333333,1.000000,0.500000]","[0.333333,0.300000,0.300000]","[0.000000,-0.700000,-0.200000]"
142,green,blue,0.08999999999999998,0.08999999999999998,0.09999999999999998,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,0.09999999999999998,0.3,-0.2,"[0.666667,0.100000,0.100000]","[0.333333,0.300000,0.300000]","[-0.333333,0.200000,0.200000]"
143,green,blue,0.01999999999999999,0.01999999999999999,0.09999999999999998,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,0.8,0.3,0.5,"[0.666667,0.800000,0.100000]","[0.333333,0.300000,0.300000]","[-0.333333,-0.500000,0.200000]"
144,green,blue,0.0,0.0,0.09999999999999998,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,1.0,0.3,0.7,"[0.666667,1.000000,0.100000]","[0.333333,0.300000,0.300000]","[-0.333333,-0.700000,0.200000]"
145,green,blue,0.45,0.45,0.5,0.21,0.3,0.21,0.5,0.3,0.2,0.09999999999999998,0.3,-0.2,"[0.666667,0.100000,0.500000]","[0.333333,0.300000,0.300000]","[-0.333333,0.200000,-0.200000]"
146,green,blue,0.09999999999999998,0.09999999999999998,0.5,0.21,0.3,0.21,0.5,0.3,0.2,0.8,0.3,0.5,"[0.666667,0.800000,0.500000]","[0.333333,0.300000,0.300000]","[-0.333333,-0.500000,-0.200000]"
147,green,blue,0.0,0.0,0.5,0.21,0.3,0.21,0.5,0.3,0.2,1.0,0.3,0.7,"[0.666667,1.000000,0.500000]","[0.333333,0.300000,0.300000]","[-0.333333,-0.700000,-0.200000]"
148,green,yellow,0.09999999999999998,0.09999999999999998,0.08999999999999998,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,0.09999999999999998,0.3,-0.2,"[0.166667,0.100000,0.100000]","[0.333333,0.300000,0.300000]","[0.166667,0.200000,0.200000]"
149,green,yellow,0.09999999999999998,0.09999999999999998,0.01999999999999999,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,0.8,0.3,0.5,"[0.166667,0.800000,0.100000]","[0.333333,0.300000,0.300000]","[0.166667,-0.500000,0.200000]"
150,green,yellow,0.09999999999999998,0.09999999999999998,0.0,0.21,0.3,0.21,0.09999999999999998,0.3,-0.2,1.0,0.3,0.7,"[0.166667,1.000000,0.100000]","[0.333333,0.300000,0.300000]","[0.166667,-0.700000,0.200000]"
151,green,yellow,0.5,0.5,0.45,0.21,0.3,0.21,0.5,0.3,0.2,0.09999999999999998,0.3,-0.2,"[0.166667,0.100000,0.500000]","[0.333333,0.300000,0.300000]","[0.166667,0.200000,-0.200000]"
152,green,yellow,0.5,0.5,0.09999999999999998,0.21,0.3,0.21,0.5,0.3,0.2,0.8,0.3,0.5,"[0.166667,0.800000,0.500000]","[0.333333,0.300000,0.300000]","[0.166667,-0.500000,-0.200000]"
153,green,yellow,0.5,0.5,0.0,0.21,0.3,0.21,0.5,0.3,0.2,1.0,0.3,0.7,"[0.166667,1.000000,0.500000]","[0.333333,0.300000,0.300000]","[0.166667,-0.700000,-0.200000]"
154,green,gray,0.0,0.0,0.0,0.09000000000000001,0.3,0.09000000000000001,0.0,0.3,-0.3,0.0,0.7,-0.7,"[0.000000,0.000000,0.000000]","[0.333333,0.700000,0.300000]","[0.333333,0.700000,0.300000]"
155,green,gray,0.7,0.7,0.7,0.09000000000000001,0.3,0.09000000000000001,0.7,0.3,0.4,0.0,0.7,-0.7,"[0.000000,0.000000,0.700000]","[0.333333,0.700000,0.300000]","[0.333333,0.700000,-0.400000]"
156,green,red,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.09000000000000001,0.3,0.09000000000000001,0.09999999999999998,0.3,-0.2,0.49999999999999994,0.7,-0.2,"[0.000000,0.500000,0.100000]","[0.333333,0.700000,0.300000]","[0.333333,0.200000,0.200000]"
157,green,red,0.09999999999999998,0.0,0.0,0.09000000000000001,0.3,0.09000000000000001,0.09999999999999998,0.3,-0.2,1.0,0.7,0.30000000000000004,"[0.000000,1.000000,0.100000]","[0.333333,0.700000,0.300000]","[0.333333,-0.300000,0.200000]"
158,green,red,0.5,0.25,0.25,0.09000000000000001,0.3,0.09000000000000001,0.5,0.3,0.2,0.49999999999999994,0.7,-0.2,"[0.000000,0.500000,0.500000]","[0.333333,0.700000,0.300000]","[0.333333,0.200000,-0.200000]"
159,green,red,0.5,0.0,0.0,0.09000000000000001,0.3,0.09000000000000001,0.5,0.3,0.2,1.0,0.7,0.30000000000000004,"[0.000000,1.000000,0.500000]","[0.333333,0.700000,0.300000]","[0.333333,-0.300000,-0.200000]"
160,green,green,0.04999999999999999,0.09999999999999998,0.04999999999999999,0.09000000000000001,0.3,0.09000000000000001,0.09999999999999998,0.3,-0.2,0.49999999999999994,0.7,-0.2,"[0.333333,0.500000,0.100000]","[0.333333,0.700000,0.300000]","[0.000000,0.200000,0.200000]"
161,green,green,0.0,0.09999999999999998,0.0,0.09000000000000001,0.3,0.09000000000000001,0.09999999999999998,0.3,-0.2,1.0,0.7,0.30000000000000004,"[0.333333,1.000000,0.100000]","[0.333333,0.700000,0.300000]","[0.000000,-0.300000,0.200000]"
162,green,green,0.25,0.5,0.25,0.09000000000000001,0.3,0.09000000000000001,0.5,0.3,0.2,0.49999999999999994,0.7,-0.2,"[0.333333,0.500000,0.500000]","[0.333333,0.700000,0.300000]","[0.000000,0.200000,-0.200000]"
163,green,green,0.0,0.5,0.0,0.09000000000000001,0.3,0.09000000000000001,0.5,0.3,0.2,1.0,0.7,0.30000000000000004,"[0.333333,1.000000,0.500000]","[0.333333,0.700000,0.300000]","[0.000000,-0.300000,-0.200000]"
164,green,blue,0.04999999999999999,0.04999999999999999,0.09999999999999998,0.09000000000000001,0.3,0.09000000000000001,0.09999999999999998,0.3,-0.2,0.49999999999999994,0.7,-0.2,"[0.666667,0.500000,0.100000]","[0.333333,0.700000,0.300000]","[-0.333333,0.200000,0.200000]"
165,green,blue,0.0,0.0,0.09999999999999998,0.09000000000000001,0.3,0.09000000000000001,0.09999999999999998,0.3,-0.2,1.0,0.7,0.30000000000000004,"[0.666667,1.000000,0.100000]","[0.333333,0.700000,0.300000]","[-0.333333,-0.300000,0.200000]"
166,green,blue,0.25,0.25,0.5,0.09000000000000001,0.3,0.09000000000000001,0.5,0.3,0.2,0.49999999999999994,0.7,-0.2,"[0.666667,0.500000,0.500000]","[0.333333,0.700000,0.300000]","[-0.333333,0.200000,-0.200000]"
167,green,blue,0.0,0.0,0.5,0.09000000000000001,0.3,0.09000000000000001,0.5,0.3,0.2,1.0,0.7,0.30000000000000004,"[0.666667,1.000000,0.500000]","[0.333333,0.700000,0.300000]","[-0.333333,-0.300000,-0.200000]"
168,green,yellow,0.09999999999999998,0.09999999999999998,0.04999999999999999,0.09000000000000001,0.3,0.09000000000000001,0.09999999999999998,0.3,-0.2,0.49999999999999994,0.7,-0.2,"[0.166667,0.500000,0.100000]","[0.333333,0.700000,0.300000]","[0.166667,0.200000,0.200000]"
169,green,yellow,0.09999999999999998,0.09999999999999998,0.0,0.09000000000000001,0.3,0.09000000000000001,0.09999999999999998,0.3,-0.2,1.0,0.7,0.30000000000000004,"[0.166667,1.000000,0.100000]","[0.333333,0.700000,0.300000]","[0.166667,-0.300000,0.200000]"
170,green,yellow,0.5,0.5,0.25,0.09000000000000001,0.3,0.09000000000000001,0.5,0.3,0.2,0.49999999999999994,0.7,-0.2,"[0.166667,0.500000,0.500000]","[0.333333,0.700000,0.300000]","[0.166667,0.200000,-0.200000]"
171,green,yellow,0.5,0.5,0.0,0.09000000000000001,0.3,0.09000000000000001,0.5,0.3,0.2,1.0,0.7,0.30000000000000004,"[0.166667,1.000000,0.500000]","[0.333333,0.700000,0.300000]","[0.166667,-0.300000,-0.200000]"
172,green,gray,0.29999999999999993,0.29999999999999993,0.29999999999999993,0.48999999999999994,0.7,0.48999999999999994,0.29999999999999993,0.7,-0.4,0.0,0.3,-0.3,"[0.000000,0.000000,0.300000]","[0.333333,0.300000,0.700000]","[0.333333,0.300000,0.400000]"
173,green,gray,1.0,1.0,1.0,0.48999999999999994,0.7,0.48999999999999994,1.0,0.7,0.30000000000000004,0.0,0.3,-0.3,"[0.000000,0.000000,1.000000]","[0.333333,0.300000,0.700000]","[0.333333,0.300000,-0.300000]"
174,green,red,0.49999999999999994,0.44999999999999996,0.44999999999999996,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.09999999999999998,0.3,-0.2,"[0.000000,0.100000,0.500000]","[0.333333,0.300000,0.700000]","[0.333333,0.200000,0.200000]"
175,green,red,0.49999999999999994,0.09999999999999996,0.09999999999999996,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.8,0.3,0.5,"[0.000000,0.800000,0.500000]","[0.333333,0.300000,0.700000]","[0.333333,-0.500000,0.200000]"
176,green,red,0.49999999999999994,0.0,0.0,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,1.0,0.3,0.7,"[0.000000,1.000000,0.500000]","[0.333333,0.300000,0.700000]","[0.333333,-0.700000,0.200000]"
177,green,red,0.8999999999999999,0.8099999999999999,0.8099999999999999,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,0.09999999999999998,0.3,-0.2,"[0.000000,0.100000,0.900000]","[0.333333,0.300000,0.700000]","[0.333333,0.200000,-0.200000]"
178,green,red,0.8999999999999999,0.17999999999999994,0.17999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,0.8,0.3,0.5,"[0.000000,0.800000,0.900000]","[0.333333,0.300000,0.700000]","[0.333333,-0.500000,-0.200000]"
179,green,red,0.8999999999999999,0.0,0.0,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,1.0,0.3,0.7,"[0.000000,1.000000,0.900000]","[0.333333,0.300000,0.700000]","[0.333333,-0.700000,-0.200000]"
180,green,green,0.44999999999999996,0.49999999999999994,0.44999999999999996,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.09999999999999998,0.3,-0.2,"[0.333333,0.100000,0.500000]","[0.333333,0.300000,0.700000]","[0.000000,0.200000,0.200000]"
181,green,green,0.09999999999999996,0.49999999999999994,0.09999999999999996,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.8,0.3,0.5,"[0.333333,0.800000,0.500000]","[0.333333,0.300000,0.700000]","[0.000000,-0.500000,0.200000]"
182,green,green,0.0,0.49999999999999994,0.0,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,1.0,0.3,0.7,"[0.333333,1.000000,0.500000]","[0.333333,0.300000,0.700000]","[0.000000,-0.700000,0.200000]"
183,green,green,0.8099999999999999,0.8999999999999999,0.8099999999999999,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,0.09999999999999998,0.3,-0.2,"[0.333333,0.100000,0.900000]","[0.333333,0.300000,0.700000]","[0.000000,0.200000,-0.200000]"
184,green,green,0.17999999999999994,0.8999999999999999,0.17999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,0.8,0.3,0.5,"[0.333333,0.800000,0.900000]","[0.333333,0.300000,0.700000]","[0.000000,-0.500000,-0.200000]"
185,green,green,0.0,0.8999999999999999,0.0,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,1.0,0.3,0.7,"[0.333333,1.000000,0.900000]","[0.333333,0.300000,0.700000]","[0.000000,-0.700000,-0.200000]"
186,green,blue,0.44999999999999996,0.44999999999999996,0.49999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.09999999999999998,0.3,-0.2,"[0.666667,0.100000,0.500000]","[0.333333,0.300000,0.700000]","[-0.333333,0.200000,0.200000]"
187,green,blue,0.09999999999999996,0.09999999999999996,0.49999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.8,0.3,0.5,"[0.666667,0.800000,0.500000]","[0.333333,0.300000,0.700000]","[-0.333333,-0.500000,0.200000]"
188,green,blue,0.0,0.0,0.49999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,1.0,0.3,0.7,"[0.666667,1.000000,0.500000]","[0.333333,0.300000,0.700000]","[-0.333333,-0.700000,0.200000]"
189,green,blue,0.8099999999999999,0.8099999999999999,0.8999999999999999,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,0.09999999999999998,0.3,-0.2,"[0.666667,0.100000,0.900000]","[0.333333,0.300000,0.700000]","[-0.333333,0.200000,-0.200000]"
190,green,blue,0.17999999999999994,0.17999999999999994,0.8999999999999999,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,0.8,0.3,0.5,"[0.666667,0.800000,0.900000]","[0.333333,0.300000,0.700000]","[-0.333333,-0.500000,-0.200000]"
191,green,blue,0.0,0.0,0.8999999999999999,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,1.0,0.3,0.7,"[0.666667,1.000000,0.900000]","[0.333333,0.300000,0.700000]","[-0.333333,-0.700000,-0.200000]"
192,green,yellow,0.49999999999999994,0.49999999999999994,0.44999999999999996,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.09999999999999998,0.3,-0.2,"[0.166667,0.100000,0.500000]","[0.333333,0.300000,0.700000]","[0.166667,0.200000,0.200000]"
193,green,yellow,0.49999999999999994,0.49999999999999994,0.09999999999999996,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,0.8,0.3,0.5,"[0.166667,0.800000,0.500000]","[0.333333,0.300000,0.700000]","[0.166667,-0.500000,0.200000]"
194,green,yellow,0.49999999999999994,0.49999999999999994,0.0,0.48999999999999994,0.7,0.48999999999999994,0.49999999999999994,0.7,-0.2,1.0,0.3,0.7,"[0.166667,1.000000,0.500000]","[0.333333,0.300000,0.700000]","[0.166667,-0.700000,0.200000]"
195,green,yellow,0.8999999999999999,0.8999999999999999,0.8099999999999999,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,0.09999999999999998,0.3,-0.2,"[0.166667,0.100000,0.900000]","[0.333333,0.300000,0.700000]","[0.166667,0.200000,-0.200000]"
196,green,yellow,0.8999999999999999,0.8999999999999999,0.17999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,0.8,0.3,0.5,"[0.166667,0.800000,0.900000]","[0.333333,0.300000,0.700000]","[0.166667,-0.500000,-0.200000]"
197,green,yellow,0.8999999999999999,0.8999999999999999,0.0,0.48999999999999994,0.7,0.48999999999999994,0.8999999999999999,0.7,0.2,1.0,0.3,0.7,"[0.166667,1.000000,0.900000]","[0.333333,0.300000,0.700000]","[0.166667,-0.700000,-0.200000]"
198,green,gray,0.29999999999999993,0.29999999999999993,0.29999999999999993,0.21000000000000002,0.7,0.21000000000000002,0.29999999999999993,0.7,-0.4,0.0,0.7,-0.7,"[0.000000,0.000000,0.300000]","[0.333333,0.700000,0.700000]","[0.333333,0.700000,0.400000]"
199,green,gray,1.0,1.0,1.0,0.21000000000000002,0.7,0.21000000000000002,1.0,0.7,0.30000000000000004,0.0,0.7,-0.7,"[0.000000,0.000000,1.000000]","[0.333333,0.700000,0.700000]","[0.333333,0.700000,-0.300000]"
200,green,red,0.49999999999999994,0.24999999999999997,0.24999999999999997,0.21000000000000002,0.7,0.21000000000000002,0.49999999999999994,0.7,-0.2,0.49999999999999994,0.7,-0.2,"[0.000000,0.500000,0.500000]","[0.333333,0.700000,0.700000]","[0.333333,0.200000,0.200000]"
201,green,red,0.49999999999999994,0.0,0.0,0.21000000000000002,0.7,0.21000000000000002,0.49999999999999994,0.7,-0.2,1.0,0.7,0.30000000000000004,"[0.000000,1.000000,0.500000]","[0.333333,0.700000,0.700000]","[0.333333,-0.300000,0.200000]"
202,green,red,0.8999999999999999,0.44999999999999996,0.44999999999999996,0.21000000000000002,0.7,0.21000000000000002,0.8999999999999999,0.7,0.2,0.49999999999999994,0.7,-0.2,"[0.000000,0.500000,0.900000]","[0.333333,0.700000,0.700000]","[0.333333,0.200000,-0.200000]"
203,green,red,0.8999999999999999,0.0,0.0,0.21000000000000002,0.7,0.21000000000000002,0.8999999999999999,0.7,0.2,1.0,0.7,0.30000000000000004,"[0.000000,1.000000,0.900000]","[0.333333,0.700000,0.700000]","[0.333333,-0.300000,-0.200000]"
204,green,green,0.24999999999999997,0.49999999999999994,0.24999999999999997,0.21000000000000002,0.7,0.21000000000000002,0.49999999999999994,0.7,-0.2,0.49999999999999994,0.7,-0.2,"[0.333333,0.500000,0.500000]","[0.333333,0.700000,0.700000]","[0.000000,0.200000,0.200000]"
205,green,green,0.0,0.49999999999999994,0.0,0.21000000000000002,0.7,0.21000000000000002,0.49999999999999994,0.7,-0.2,1.0,0.7,0.30000000000000004,"[0.333333,1.000000,0.500000]","[0.333333,0.700000,0.700000]","[0.000000,-0.300000,0.200000]"
206,green,green,0.44999999999999996,0.8999999999999999,0.44999999999999996,0.21000000000000002,0.7,0.21000000000000002,0.8999999999999999,0.7,0.2,0.49999999999999994,0.7,-0.2,"[0.333333,0.500000,0.900000]","[0.333333,0.700000,0.700000]","[0.000000,0.200000,-0.200000]"
207,green,green,0.0,0.8999999999999999,0.0,0.21000000000000002,0.7,0.21000000000000002,0.8999999999999999,0.7,0.2,1.0,0.7,0.30000000000000004,"[0.333333,1.000000,0.900000]","[0.333333,0.700000,0.700000]","[0.000000,-0.300000,-0.200000]"
208,green,blue,0.24999999999999997,0.24999999999999997,0.49999999999999994,0.21000000000000002,0.7,0.21000000000000002,0.49999999999999994,0.7,-0.2,0.49999999999999994,0.7,-0.2,"[0.666667,0.500000,0.500000]","[0.333333,0.700000,0.700000]","[-0.333333,0.200000,0.200000]"
209,green,blue,0.0,0.0,0.49999999999999994,0.21000000000000002,0.7,0.21000000000000002,0.49999999999999994,0.7,-0.2,1.0,0.7,0.30000000000000004,"[0.666667,1.000000,0.500000]","[0.333333,0.700000,0.700000]","[-0.333333,-0.300000,0.200000]"
210,green,blue,0.44999999999999996,0.44999999999999996,0.8999999999999999,0.21000000000000002,0.7,0.21000000000000002,0.8999999999999999,0.7,0.2,0.49999999999999994,0.7,-0.2,"[0.666667,0.500000,0.900000]","[0.333333,0.700000,0.700000]","[-0.333333,0.200000,-0.200000]"
